TF,Rank,Market,Ticker,Region,Direction,Factors,Claimed_Win%,Claimed_Trades,Claimed_Net%_AfterTax,Data_Days,CL_Trades,CL_Win%,CL_Net%,CL_TaxNet%,CL_OOS_Trades,CL_OOS_Win%,CL_OOS_Net%,OP_Trades,OP_Win%,OP_Net%,OP_TaxNet%,OP_OOS_Trades,OP_OOS_Win%,OP_OOS_Net%,W_OP_Trades,W_OP_Win%,W_OP_Net%,W_OP_TaxNet%,W_CL_Trades,W_CL_Win%,W_CL_Net%,W_CL_TaxNet%,Verdict,Status
SWING_1d,64,QQQ,QQQ,US,LONG,Price>EMA20+SMA20<SMA50,54.29,175,71.36,1823.0,52.0,48.08,26.47,19.85,4.0,50.0,3.7,50.0,52.0,26.66,19.99,3.0,33.33,0.32,3.0,33.33,0.32,0.24,4.0,50.0,3.7,2.77,PASS,OK
SWING_1d,61,QQQ,QQQ,US,LONG,Price>EMA9+SMA20<SMA50,51.17,213,71.2,1823.0,68.0,45.59,23.27,17.46,3.0,66.67,2.83,64.0,48.44,22.04,16.53,3.0,66.67,3.75,3.0,66.67,3.75,2.81,3.0,66.67,2.83,2.12,PASS,OK
SWING_1d,62,QQQ,QQQ,US,LONG,RSI>50+SMA20<SMA50,56.33,158,70.79,1823.0,45.0,48.89,20.12,15.09,4.0,50.0,3.7,45.0,48.89,16.11,12.08,3.0,33.33,0.32,3.0,33.33,0.32,0.24,4.0,50.0,3.7,2.77,PASS,OK
SWING_1d,65,QQQ,QQQ,US,LONG,Price>EMA9+SMA20<SMA50,50.7,213,70.28,1823.0,68.0,45.59,23.27,17.46,3.0,66.67,2.83,64.0,48.44,22.04,16.53,3.0,66.67,3.75,3.0,66.67,3.75,2.81,3.0,66.67,2.83,2.12,PASS,OK
SWING_1d,66,QQQ,QQQ,US,LONG,RSI>50+SMA20<SMA50,55.7,158,69.63,1823.0,45.0,48.89,20.12,15.09,4.0,50.0,3.7,45.0,48.89,16.11,12.08,3.0,33.33,0.32,3.0,33.33,0.32,0.24,4.0,50.0,3.7,2.77,PASS,OK
SWING_1d,1,XLI,XLI,US,LONG,EMA20<EMA50+Price>SMA20,62.5,136,68.45,1823.0,40.0,55.0,18.86,14.14,0.0,0.0,0.0,39.0,51.28,8.02,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,75,DIA,DIA,US,LONG,Price>SMA20+SMA20<SMA50,61.95,205,67.93,1823.0,45.0,53.33,8.86,6.65,0.0,0.0,0.0,46.0,52.17,9.14,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,1,XLRE,XLRE,US,LONG,EMA9<EMA50+Price>SMA20,53.37,193,67.0,1823.0,58.0,48.28,2.35,1.77,0.0,0.0,0.0,56.0,48.21,1.88,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,77,DIA,DIA,US,LONG,EMA20<EMA50+RSI>50,69.03,113,65.49,1823.0,31.0,61.29,11.61,8.71,0.0,0.0,0.0,31.0,54.84,7.51,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,2,XLRE,XLRE,US,LONG,EMA20<EMA50+Price>SMA20,52.92,240,65.2,1823.0,64.0,50.0,9.98,7.48,0.0,0.0,0.0,61.0,47.54,5.32,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,63,QQQ,QQQ,US,LONG,2Red+EMA20>EMA50+Price>SMA50,60.17,118,65.03,1823.0,71.0,53.52,42.25,31.69,2.0,0.0,-0.83,69.0,55.07,30.87,23.15,2.0,0.0,-1.46,2.0,0.0,-1.46,-1.46,2.0,0.0,-0.83,-0.83,DEGRADE,OK
SWING_1d,67,QQQ,QQQ,US,LONG,2Red+EMA20>EMA50+Price>SMA50,58.73,126,63.85,1823.0,71.0,53.52,42.25,31.69,2.0,0.0,-0.83,69.0,55.07,30.87,23.15,2.0,0.0,-1.46,2.0,0.0,-1.46,-1.46,2.0,0.0,-0.83,-0.83,DEGRADE,OK
SWING_1d,68,QQQ,QQQ,US,LONG,Price>SMA50+SMA20<SMA50,57.63,118,61.41,1823.0,30.0,53.33,20.39,15.29,3.0,33.33,-2.95,30.0,50.0,13.21,9.91,3.0,33.33,-2.86,3.0,33.33,-2.86,-2.86,3.0,33.33,-2.95,-2.95,DEGRADE,OK
SWING_1d,3,XLRE,XLRE,US,LONG,EMA20<EMA50+RSI>50,55.61,187,60.46,1823.0,52.0,46.15,3.56,2.67,0.0,0.0,0.0,51.0,45.1,8.85,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,4,XLRE,XLRE,US,LONG,EMA9<EMA50+RSI>50,57.14,140,58.26,1823.0,48.0,41.67,-1.66,-1.66,0.0,0.0,0.0,47.0,44.68,4.15,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,2,XLP,XLP,US,LONG,Price>SMA20+SMA20<SMA50,60.75,265,56.96,1823.0,64.0,56.25,-4.52,-4.52,0.0,0.0,0.0,64.0,57.81,3.85,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,2,XLI,XLI,US,LONG,Price>SMA20+SMA20<SMA50,55.61,223,55.82,1823.0,55.0,54.55,14.8,11.1,0.0,0.0,0.0,54.0,48.15,2.39,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,3,XLP,XLP,US,LONG,EMA20<EMA50+Price>EMA20,61.41,184,55.58,1823.0,53.0,56.6,14.92,11.19,0.0,0.0,0.0,52.0,63.46,22.15,16.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,5,XLRE,XLRE,US,LONG,EMA20<EMA50+EMA9>EMA20,56.55,145,54.98,1823.0,39.0,46.15,7.28,5.46,0.0,0.0,0.0,38.0,47.37,13.42,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,3,XLI,XLI,US,LONG,EMA20<EMA50+RSI>50,63.96,111,54.66,1823.0,33.0,57.58,11.14,8.35,0.0,0.0,0.0,33.0,54.55,9.4,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,4,XLP,XLP,US,LONG,EMA20<EMA50+Range<1%,61.78,225,52.89,1823.0,72.0,51.39,10.15,7.61,0.0,0.0,0.0,71.0,53.52,4.55,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,5,XLI,XLI,US,LONG,EMA20<EMA50+Price>EMA20,60.77,130,51.77,1823.0,42.0,50.0,5.53,4.15,0.0,0.0,0.0,39.0,53.85,5.66,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,2,XLC,XLC,US,LONG,Price>EMA20+Range<1%,53.23,310,51.76,1823.0,102.0,51.96,16.54,12.4,2.0,0.0,-3.6,99.0,56.57,12.04,9.03,2.0,0.0,-4.04,2.0,0.0,-4.04,-4.04,2.0,0.0,-3.6,-3.6,DEGRADE,OK
SWING_1d,3,XLC,XLC,US,LONG,Price>EMA9+Range<1%,53.98,289,51.69,1823.0,95.0,56.84,31.29,23.46,2.0,0.0,-3.6,94.0,60.64,30.68,23.01,2.0,0.0,-4.04,2.0,0.0,-4.04,-4.04,2.0,0.0,-3.6,-3.6,DEGRADE,OK
SWING_1d,5,XLP,XLP,US,LONG,Range<1%+SMA20<EMA20,58.26,321,50.6,1823.0,103.0,55.34,15.17,11.38,2.0,0.0,-2.02,103.0,57.28,18.06,13.54,2.0,50.0,-1.75,2.0,50.0,-1.75,-1.75,2.0,0.0,-2.02,-2.02,DEGRADE,OK
SWING_1d,4,XLC,XLC,US,LONG,Price>SMA20+Range<1%,53.87,297,49.32,1823.0,96.0,56.25,24.91,18.68,2.0,50.0,0.4,94.0,58.51,13.96,10.47,2.0,0.0,-4.04,2.0,0.0,-4.04,-4.04,2.0,50.0,0.4,0.3,DEGRADE,OK
SWING_1d,1,XLU,XLU,US,LONG,Price>SMA20+SMA20<SMA50,53.33,285,48.75,1823.0,68.0,52.94,12.51,9.38,0.0,0.0,0.0,68.0,51.47,5.25,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,1,IJH,IJH,US,LONG,EMA20<EMA50+Price>EMA50,66.67,81,48.31,1823.0,26.0,69.23,12.14,9.1,0.0,0.0,0.0,26.0,65.38,9.44,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,2,IJH,IJH,US,LONG,EMA20<EMA50+Price>SMA50,70.42,71,47.43,1823.0,19.0,78.95,11.36,8.52,0.0,0.0,0.0,19.0,68.42,7.91,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,1,IWM,IWM,US,LONG,Price>SMA20+SMA20<SMA50,49.57,234,46.93,1823.0,58.0,46.55,14.9,11.18,0.0,0.0,0.0,55.0,50.91,25.53,19.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,2,IWM,IWM,US,LONG,Price>SMA50+SMA20<SMA50,57.14,119,46.41,1823.0,29.0,62.07,21.28,15.96,0.0,0.0,0.0,28.0,53.57,14.38,10.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,1,XLY,XLY,US,LONG,EMA9<EMA50+RSI>50,58.65,104,44.99,1823.0,37.0,54.05,15.49,11.62,1.0,100.0,3.23,33.0,54.55,22.65,16.99,1.0,100.0,1.87,1.0,100.0,1.87,1.4,1.0,100.0,3.23,2.42,PASS,OK
SWING_1d,3,IJH,IJH,US,LONG,Price>SMA50+SMA20<SMA50,58.82,136,43.89,1823.0,32.0,65.62,10.91,8.18,0.0,0.0,0.0,32.0,59.38,7.16,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,3,IWM,IWM,US,LONG,Price>EMA9+SMA20<SMA50,48.47,262,43.68,1823.0,77.0,44.16,5.22,3.91,0.0,0.0,0.0,74.0,41.89,4.59,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,4,IJH,IJH,US,LONG,EMA20<EMA50+EMA9>EMA20,63.51,74,42.98,1823.0,22.0,77.27,21.57,16.17,0.0,0.0,0.0,22.0,72.73,16.29,12.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,1,XLB,XLB,US,LONG,EMA20<EMA50+EMA9>EMA20,55.93,118,41.92,1823.0,32.0,53.12,11.79,8.85,1.0,0.0,-2.02,32.0,53.12,10.7,8.03,1.0,0.0,-2.02,1.0,0.0,-2.02,-2.02,1.0,0.0,-2.02,-2.02,DEGRADE,OK
SWING_1d,4,IWM,IWM,US,LONG,Price>EMA20+SMA20<SMA50,49.53,214,41.62,1823.0,55.0,45.45,9.44,7.08,0.0,0.0,0.0,51.0,49.02,20.93,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,5,IJH,IJH,US,LONG,EMA20<EMA50+Price>EMA20,54.48,145,41.45,1823.0,46.0,50.0,5.9,4.43,0.0,0.0,0.0,44.0,50.0,4.99,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,2,XLU,XLU,US,LONG,EMA20<EMA50+EMA9>EMA20,57.89,133,41.14,1823.0,35.0,54.29,10.94,8.2,0.0,0.0,0.0,35.0,57.14,10.98,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,3,XLU,XLU,US,LONG,EMA20<EMA50+Price>SMA20,52.4,208,40.95,1823.0,56.0,55.36,13.51,10.13,0.0,0.0,0.0,56.0,53.57,6.05,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,4,XLU,XLU,US,LONG,EMA9>EMA20+SMA20<SMA50,54.73,201,39.33,1823.0,49.0,57.14,13.73,10.3,0.0,0.0,0.0,50.0,54.0,11.01,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,1,TRX,TRX-USD,CRYPTO,LONG,EMA9>EMA20+Price>SMA50+Range<1%,66.67,78,38.89,1826.0,48.0,58.33,15.4,11.55,3.0,66.67,-1.29,49.0,59.18,18.02,13.52,3.0,66.67,-1.29,3.0,66.67,-1.29,-1.29,3.0,66.67,-1.29,-1.29,DEGRADE,OK
SWING_1d,2,TRX,TRX-USD,CRYPTO,LONG,Price>SMA50+Range<1%,66.28,86,38.81,1826.0,50.0,56.0,15.98,11.98,3.0,66.67,-1.29,51.0,56.86,18.6,13.95,3.0,66.67,-1.29,4.0,75.0,0.17,0.13,4.0,75.0,0.17,0.13,DEGRADE,OK
SWING_1d,5,IWM,IWM,US,LONG,RSI>50+SMA20<SMA50,50.27,187,38.47,1823.0,48.0,47.92,8.7,6.53,0.0,0.0,0.0,46.0,50.0,14.94,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,2,XLY,XLY,US,LONG,EMA20<EMA50+RSI>50,55.17,145,37.72,1823.0,43.0,60.47,23.04,17.28,1.0,100.0,3.23,40.0,55.0,27.58,20.68,1.0,100.0,1.87,1.0,100.0,1.87,1.4,1.0,100.0,3.23,2.42,PASS,OK
SWING_1d,3,TRX,TRX-USD,CRYPTO,LONG,EMA9>EMA20+Range<1%,65.56,90,37.22,1826.0,53.0,54.72,6.5,4.87,3.0,66.67,-1.29,54.0,55.56,9.12,6.84,3.0,66.67,-1.29,3.0,66.67,-1.29,-1.29,3.0,66.67,-1.29,-1.29,DEGRADE,OK
SWING_1d,4,TRX,TRX-USD,CRYPTO,LONG,EMA9>EMA20+Price>EMA50+Range<1%,65.38,78,36.15,1826.0,46.0,56.52,15.47,11.6,3.0,66.67,-0.69,47.0,57.45,18.09,13.57,3.0,66.67,-0.69,3.0,66.67,-0.69,-0.69,3.0,66.67,-0.69,-0.69,DEGRADE,OK
SWING_1d,5,TRX,TRX-USD,CRYPTO,LONG,EMA9>EMA50+Range<1%,64.56,79,34.95,1826.0,47.0,55.32,16.65,12.49,3.0,66.67,-0.06,48.0,56.25,19.26,14.45,3.0,66.67,-0.06,3.0,66.67,-0.06,-0.06,3.0,66.67,-0.06,-0.06,DEGRADE,OK
SWING_1d,5,XLU,XLU,US,LONG,EMA9<EMA50+Price>SMA20,49.1,167,33.34,1823.0,51.0,47.06,3.55,2.66,0.0,0.0,0.0,50.0,46.0,-0.76,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,OK
SWING_1d,1,XLV,XLV,US,LONG,EMA20<EMA50+Range<1%,53.75,160,29.44,1823.0,67.0,44.78,-5.1,-5.1,0.0,0.0,0.0,67.0,47.76,-2.61,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,OK
SWING_1d,3,XLY,XLY,US,LONG,EMA9<EMA50+Price>EMA20,51.97,127,28.2,1823.0,44.0,50.0,9.45,7.09,1.0,100.0,3.23,41.0,48.78,13.59,10.19,1.0,100.0,1.87,1.0,100.0,1.87,1.4,1.0,100.0,3.23,2.42,PASS,OK
SWING_1d,2,XLV,XLV,US,LONG,EMA20<EMA50+EMA9>EMA20,54.55,121,25.66,1823.0,33.0,57.58,20.23,15.17,0.0,0.0,0.0,33.0,57.58,15.31,11.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,3,XLV,XLV,US,LONG,EMA20<EMA50+Price>SMA20,51.79,224,25.46,1823.0,56.0,53.57,13.17,9.87,0.0,0.0,0.0,54.0,55.56,20.06,15.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,4,XLY,XLY,US,LONG,EMA20<EMA50+Price>EMA20,50.9,167,22.44,1823.0,48.0,54.17,18.51,13.88,1.0,100.0,3.23,45.0,51.11,18.58,13.93,1.0,100.0,1.87,1.0,100.0,1.87,1.4,1.0,100.0,3.23,2.42,PASS,OK
SWING_1d,1,IBB,IBB,US,LONG,EMA9<EMA50+Price>EMA20,49.73,183,20.15,1823.0,59.0,42.37,-9.35,-9.35,0.0,0.0,0.0,61.0,40.98,-12.04,-12.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,OK
SWING_1d,1,KBE,KBE,US,LONG,EMA9<EMA50+Price>EMA20,49.73,183,20.15,1823.0,48.0,43.75,11.47,8.6,0.0,0.0,0.0,45.0,40.0,5.25,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,4,XLV,XLV,US,LONG,EMA9>EMA20+Range<1%,52.32,302,17.89,1823.0,90.0,47.78,8.21,6.16,3.0,66.67,6.15,90.0,52.22,9.51,7.13,3.0,66.67,4.97,3.0,66.67,4.97,3.72,3.0,66.67,6.15,4.62,PASS,OK
SWING_1d,2,XLB,XLB,US,LONG,EMA9>EMA20+Price>SMA20+Range<1%,51.71,205,17.39,1823.0,76.0,57.89,24.74,18.56,2.0,50.0,1.75,74.0,59.46,25.55,19.16,2.0,50.0,2.14,2.0,50.0,2.14,1.6,2.0,50.0,1.75,1.31,PASS,OK
SWING_1d,1,XLE,XLE,US,LONG,Price>EMA9+Range<1%,50.0,38,15.91,1823.0,30.0,46.67,14.51,10.89,1.0,0.0,-2.02,30.0,46.67,5.96,4.47,1.0,0.0,-2.02,1.0,0.0,-2.02,-2.02,1.0,0.0,-2.02,-2.02,DEGRADE,OK
SWING_1d,5,XLV,XLV,US,LONG,EMA20<EMA50+Price>EMA50,52.43,103,15.7,1823.0,31.0,51.61,6.45,4.84,0.0,0.0,0.0,30.0,53.33,6.52,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,2,XLE,XLE,US,LONG,Price>EMA20+Range<1%,45.45,44,14.28,1823.0,33.0,45.45,18.4,13.8,1.0,0.0,-2.02,32.0,46.88,10.58,7.93,1.0,0.0,-2.02,1.0,0.0,-2.02,-2.02,1.0,0.0,-2.02,-2.02,DEGRADE,OK
SWING_1d,2,IBB,IBB,US,LONG,EMA9<EMA50+Price>SMA20,47.87,188,14.2,1823.0,53.0,41.51,-8.31,-8.31,0.0,0.0,0.0,56.0,41.07,-17.89,-17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,OK
SWING_1d,3,XLE,XLE,US,LONG,EMA9>EMA50+Range<1%,51.28,39,14.05,1823.0,25.0,52.0,17.71,13.28,1.0,0.0,-2.02,25.0,52.0,15.86,11.89,1.0,0.0,-2.02,1.0,0.0,-2.02,-2.02,1.0,0.0,-2.02,-2.02,DEGRADE,OK
SWING_1d,4,XLE,XLE,US,LONG,Price>SMA50+Range<1%,48.89,45,13.96,1823.0,31.0,48.39,17.59,13.19,1.0,0.0,-2.02,31.0,48.39,12.96,9.72,1.0,0.0,-2.02,1.0,0.0,-2.02,-2.02,1.0,0.0,-2.02,-2.02,DEGRADE,OK
SWING_1d,3,IBB,IBB,US,LONG,Price>EMA20+SMA20<SMA50,45.96,235,13.74,1823.0,64.0,43.75,1.17,0.87,0.0,0.0,0.0,64.0,42.19,-3.15,-3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,OK
SWING_1d,3,KBE,KBE,US,LONG,Price>EMA20+SMA20<SMA50,45.96,235,13.74,1823.0,63.0,50.79,34.21,25.65,0.0,0.0,0.0,58.0,46.55,16.94,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,3,XLB,XLB,US,LONG,EMA9>EMA20+Price>EMA20+Range<1%,51.4,214,13.46,1823.0,80.0,56.25,19.13,14.35,2.0,50.0,1.75,78.0,57.69,20.31,15.23,2.0,50.0,2.14,2.0,50.0,2.14,1.6,2.0,50.0,1.75,1.31,PASS,OK
SWING_1d,4,IBB,IBB,US,LONG,EMA9<EMA50+RSI>50,47.95,146,13.46,1823.0,48.0,41.67,-3.66,-3.66,0.0,0.0,0.0,51.0,41.18,-19.56,-19.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,OK
SWING_1d,4,KBE,KBE,US,LONG,EMA9<EMA50+RSI>50,47.95,146,13.46,1823.0,38.0,44.74,5.38,4.03,0.0,0.0,0.0,36.0,44.44,3.24,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,5,IBB,IBB,US,LONG,EMA9<EMA50+Price>EMA50,50.67,75,13.16,1823.0,30.0,43.33,-7.08,-7.08,0.0,0.0,0.0,31.0,41.94,-14.25,-14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,OK
SWING_1d,5,KBE,KBE,US,LONG,EMA9<EMA50+Price>EMA50,50.67,75,13.16,1823.0,31.0,48.39,7.85,5.89,0.0,0.0,0.0,30.0,40.0,-0.32,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIL,OK
SWING_1d,5,XLE,XLE,US,LONG,Close>Open+Range<1%,50.0,40,11.96,1823.0,34.0,47.06,11.4,8.55,1.0,0.0,-2.02,33.0,45.45,2.82,2.12,1.0,0.0,-2.02,1.0,0.0,-2.02,-2.02,1.0,0.0,-2.02,-2.02,DEGRADE,OK
SWING_1d,4,XLB,XLB,US,LONG,EMA9<EMA50+Price>EMA50,52.7,74,11.57,1823.0,28.0,60.71,12.91,9.69,0.0,0.0,0.0,27.0,59.26,2.09,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
SWING_1d,5,XLB,XLB,US,LONG,EMA9>EMA20+Range<1%,50.21,233,8.45,1823.0,84.0,53.57,14.57,10.92,2.0,50.0,1.75,82.0,54.88,13.52,10.14,2.0,50.0,2.14,2.0,50.0,2.14,1.6,2.0,50.0,1.75,1.31,PASS,OK
SWING_1d,74,BANKBEES.NS,BANKBEES.NS,INDIAN,LONG,EMA9<EMA50+Price>EMA50,50.67,75,7.54,1823.0,25.0,48.0,6.77,5.08,0.0,0.0,0.0,25.0,48.0,3.18,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
INTRADAY_1h,1,XLK_Tech,XLK,US,LONG,Price<SMA50+EMA9>EMA20+EMA20<EMA50,66.02,103,11.28,1061.0,56.0,58.93,16.4,12.3,2.0,100.0,2.6,56.0,58.93,12.93,9.7,2.0,100.0,2.59,2.0,100.0,2.59,1.94,2.0,100.0,2.6,1.95,PASS,OK
INTRADAY_1h,2,XLK_Tech,XLK,US,LONG,Price<SMA50+EMA9>EMA20,62.99,154,11.26,1061.0,105.0,56.19,16.17,12.13,2.0,100.0,2.6,105.0,54.29,10.43,7.82,2.0,100.0,2.59,2.0,100.0,2.59,1.94,2.0,100.0,2.6,1.95,PASS,OK
INTRADAY_1h,3,XLK_Tech,XLK,US,LONG,Price>SMA20+Price<SMA50+EMA9>EMA20,67.35,98,10.28,1061.0,58.0,62.07,19.52,14.64,2.0,100.0,2.6,58.0,60.34,15.66,11.74,2.0,100.0,2.59,2.0,100.0,2.59,1.94,2.0,100.0,2.6,1.95,PASS,OK
INTRADAY_1h,4,XLK_Tech,XLK,US,LONG,Price>SMA20+Price<SMA50+EMA9>EMA20+EMA20<EMA,67.05,88,9.52,1061.0,48.0,60.42,17.05,12.79,2.0,100.0,2.6,48.0,62.5,15.36,11.52,2.0,100.0,2.59,2.0,100.0,2.59,1.94,2.0,100.0,2.6,1.95,PASS,OK
INTRADAY_1h,5,QQQ,QQQ,US,LONG,Price>SMA20+Price<SMA50+EMA9>EMA20+EMA20<EMA,63.38,71,8.74,1061.0,40.0,60.0,12.39,9.29,2.0,100.0,1.7,40.0,57.5,9.31,6.98,2.0,100.0,1.7,2.0,100.0,1.7,1.27,2.0,100.0,1.7,1.27,PASS,OK
INTRADAY_1h,6,QQQ,QQQ,US,LONG,Price>SMA20+Price<SMA50+EMA9>EMA20+EMA20<EMA,62.86,70,8.25,1061.0,40.0,60.0,12.39,9.29,2.0,100.0,1.7,40.0,57.5,9.31,6.98,2.0,100.0,1.7,2.0,100.0,1.7,1.27,2.0,100.0,1.7,1.27,PASS,OK
INTRADAY_1h,7,XLK_Tech,XLK,US,LONG,Price>SMA20+Price<SMA50+EMA9>EMA20+Close>Ope,70.83,48,7.31,1061.0,38.0,71.05,22.58,16.94,1.0,100.0,1.98,38.0,73.68,22.18,16.63,1.0,100.0,1.98,1.0,100.0,1.98,1.48,1.0,100.0,1.98,1.49,PASS,OK
INTRADAY_1h,8,IWM,IWM,US,SHORT,Price>SMA20+Range>1.5%,64.44,45,7.26,1061.0,49.0,44.9,6.32,4.74,0.0,0.0,0.0,49.0,44.9,5.5,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEGRADE,OK
INTRADAY_1h,10,QQQ,QQQ,US,LONG,Price<SMA50+EMA9>EMA20+EMA20<EMA50,60.0,85,7.04,1061.0,44.0,59.09,12.33,9.25,2.0,100.0,1.7,44.0,56.82,9.26,6.95,2.0,100.0,1.7,2.0,100.0,1.7,1.27,2.0,100.0,1.7,1.27,PASS,OK
INTRADAY_1h,11,XLK_Tech,XLK,US,LONG,Price<SMA50+EMA9>EMA20+EMA20<EMA50+Close>Ope,68.75,48,6.7,1061.0,37.0,70.27,20.7,15.52,1.0,100.0,1.98,36.0,72.22,20.1,15.08,1.0,100.0,1.98,1.0,100.0,1.98,1.48,1.0,100.0,1.98,1.49,PASS,OK
INTRADAY_1h,12,XLK_Tech,XLK,US,LONG,Price<SMA50+EMA9>EMA20+Close>Open,67.86,56,6.54,1061.0,49.0,67.35,21.27,15.96,1.0,100.0,1.98,48.0,68.75,20.5,15.38,1.0,100.0,1.98,1.0,100.0,1.98,1.48,1.0,100.0,1.98,1.49,PASS,OK
INTRADAY_1h,13,DIA,DIA,US,LONG,RSI<45+EMA20>EMA50+Close<Open+2Red,60.16,123,5.91,1061.0,97.0,55.67,2.3,1.72,2.0,0.0,-0.35,97.0,54.64,-0.82,-0.82,2.0,0.0,-0.36,2.0,0.0,-0.36,-0.36,2.0,0.0,-0.35,-0.35,FAIL,OK
